DBN,School Name,School Type,Parent Response Rate,Teacher Response Rate,Student Response Rate,Total Safety and Respect Score,Total Communication Score,Total Engagement Score,Total Academic Expectations Score
dbn,locationname,NA,rr_p,rr_t,rr_s,saf_tot_12,com_tot_12,eng_tot_12,aca_tot_12
17K489,W.E.B. Dubois Academic High School,Transfer High School,25%,83%,76%,7.2,6.6,6.9,7.3
17K524,International High School At Prospect Heights,High School,37%,88%,84%,8.2,7.3,7.8,8
17K528,The High School For Global Citizenship,High School,25%,100%,63%,6.7,6.6,6.5,6.9
17K531,"School For Human Rights, The",Middle/High School,47%,100%,97%,8.1,7.7,8.1,8.4
17K533,School For Democracy And Leadership,Middle/High School,48%,85%,82%,6.2,6.5,6.5,6.9
17K537,High School For Youth And Community Development At,High School,57%,91%,86%,6.7,6.7,7.1,7.5
17K539,High School For Service & Learning At Erasmus,High School,41%,92%,88%,6.9,6.9,7.1,7.6
17K543,"Science, Technology And Research Early College Hig",Middle/High School,95%,100%,94%,8.1,7.1,7.7,7.8
17K544,International Arts Business School,High School,12%,97%,62%,6.3,6.4,6.4,6.9
17K546,High School For Public Service: Heroes Of Tomorrow,High School,28%,100%,89%,8.3,7.4,7.9,8.3
17K547,Brooklyn Academy Of Science And The Environment,High School,24%,86%,76%,6.6,6.4,6.4,7
17K548,Brooklyn School For Music & Theatre,High School,45%,73%,89%,6.9,6.5,7,7.3
17K568,Brownsville Academy High School,Transfer High School,47%,87%,62%,8.6,8.3,8.4,8.7
17K587,Middle School For The Arts,Middle School,19%,100%,73%,6.2,6.2,6.6,6.7
17K590,Medgar Evers College Preparatory School,Middle/High School,38%,33%,86%,7.5,7,7.2,7.9
17K600,Clara Barton High School,High School,26%,77%,82%,6.9,6.1,6.6,7
17K625,Paul Robeson High School,High School,11%,75%,47%,6.7,5.9,6.3,6.5
17K751,Academy For Health Careers,High School,28%,100%,86%,7.3,6.8,6.9,7.5
17K770,P.S. 770 New American Academy,Early Childhood School,87%,82%,NA,8.7,8.2,8.5,8.6
18K066,P.S. 66,Elementary/Middle School,51%,98%,94%,7.6,7.2,7.4,7.9
18K068,I.S. 068 Isaac Bildersee,Middle School,44%,79%,94%,6.1,6.6,6.9,7.3
18K114,P.S. 114 Ryder Elementary,Elementary School,38%,83%,NA,8,7.8,7.8,8
18K115,P.S. 115 Daniel Mucatel School,Elementary School,58%,87%,NA,7,6.7,7.2,7
18K135,P.S. 135 Sheldon A. Brookner,Elementary School,39%,81%,NA,8.2,8,8.1,8.4
18K208,P.S. 208 Elsa Ebeling,Elementary School,55%,97%,NA,8.3,8.1,8.2,8.6
18K219,P.S. 219 Kennedy-King,Elementary School,70%,61%,NA,7.6,7.2,7.2,7.4
18K233,P.S. 233 Langston Hughes,Elementary School,53%,100%,NA,7.4,7.4,7.5,7.8
18K235,P.S. 235 Lenox School,Elementary/Middle School,49%,58%,99%,7.9,7.3,7.7,8.2
18K244,P.S. 244 Richard R. Green,Elementary School,37%,71%,NA,8.5,8,8.2,8.5
18K268,P.S. 268 Emma Lazarus,Elementary School,64%,73%,NA,8.1,7.8,8,8.1
18K272,P.S. 272 Curtis Estabrook,Elementary School,73%,91%,NA,8.1,7.7,8,8.1
18K276,P.S. 276 Louis Marshall,Elementary School,86%,94%,NA,7.9,7.7,7.8,7.9
18K279,P.S. 279 Herman Schreiber,Elementary School,56%,93%,NA,7.8,6.9,7.1,7.4
18K285,I.S. 285 Meyer Levin,Middle School,61%,39%,91%,6.9,6.8,7.4,7.7
18K366,The Science And Medicine Middle School,Middle School,85%,86%,87%,7.6,7.6,7.8,8.1
18K563,It Takes A Village Academy,High School,46%,100%,86%,7.5,7.3,7.8,8.2
18K566,Brooklyn Generation School,High School,16%,88%,52%,6.9,6.7,6.7,7.2
18K567,Brooklyn Theatre Arts High School,High School,12%,87%,82%,5.7,5.4,5.8,6.1
18K569,Kurt Hahn Expeditionary Learning School,High School,38%,92%,79%,7.2,7.2,7.5,8
18K576,Victory Collegiate High School,High School,31%,96%,70%,7.7,7.2,7.5,8
18K578,Brooklyn Bridge Academy,Transfer High School,87%,88%,77%,7.8,7.2,7.5,7.9
18K581,East Flatbush Community Research School,Middle School,63%,82%,95%,6.4,6.7,6.9,7.2
18K588,Middle School For Art And Philosophy,Middle School,53%,96%,94%,7,7.1,7.4,7.7
18K589,Arts & Media Preparatory Academy,High School,30%,86%,64%,7.3,6.5,6.7,7.1
18K598,Middle School Of Marketing And Legal Studies,Middle School,61%,50%,82%,7.3,7.6,7.6,8
18K617,High School For Innovation In Advertising And Medi,High School,38%,76%,76%,7.3,6.8,7.2,7.5
18K629,Cultural Academy For The Arts And Sciences,High School,14%,88%,85%,7.6,7.1,7.4,7.7
18K633,High School For Medical Professions,High School,64%,96%,96%,6.9,7,6.6,7.4
18K635,Olympus Academy,Transfer High School,2%,100%,57%,7.8,6.1,7.3,7.9
18K637,Academy For Conservation And The Environment,High School,41%,100%,86%,6.8,6.8,6.8,7.1
18K642,Urban Action Academy,High School,21%,78%,63%,7.1,6.9,7,7.1
18K673,East Brooklyn Community High School,Transfer High School,29%,94%,73%,8,7.4,8,8.3
18K922,South Shore Educational Complex Yabc,YABC,32%,41%,44%,8.5,7.9,8.2,8.4
19K007,P.S. 007 Abraham Lincoln,Elementary School,69%,86%,NA,8.1,7.5,7.5,8
19K013,P.S. 013 Roberto Clemente,Elementary School,46%,89%,NA,7.7,7.9,8,8.3
19K065,P.S. 065,Elementary School,83%,100%,NA,9.2,8.9,9,9.1
19K089,P.S. 089 Cypress Hills,Elementary/Middle School,73%,85%,87%,8,7.1,7.6,7.8
19K108,P.S. 108 Sal Abbracciamento,Elementary School,75%,97%,NA,8.2,7.5,7.7,7.9
19K149,P.S. 149 Danny Kaye,Elementary School,46%,88%,NA,7.7,7.9,8.1,8.2
19K158,P.S. 158 Warwick,Elementary School,58%,87%,NA,7.9,7.3,7.7,7.7
19K159,P.S. 159 Isaac Pitkin,Elementary School,59%,98%,NA,8.2,7.8,7.9,8.1
19K166,J.H.S. 166 George Gershwin,Middle School,40%,70%,91%,6,6.4,6.6,6.9
19K171,I.S. 171 Abraham Lincoln,Middle School,74%,88%,91%,7.1,6.9,7.4,7.7
19K174,P.S. 174 Dumont,Elementary/Middle School,61%,76%,94%,7.4,7,7.2,7.7
19K190,P.S. 190 Sheffield,Elementary School,57%,73%,NA,8.2,7.9,8.1,8.2
19K202,P.S. 202 Ernest S. Jenkyns,Elementary/Middle School,48%,68%,86%,6.7,6.9,7.2,7.7
19K213,P.S. 213 New Lots,Elementary School,52%,77%,NA,7.5,6.9,7.2,7.3
19K214,P.S. 214 Michael Friedsam,Elementary School,71%,82%,NA,8.6,8.1,8.3,8.5
19K218,J.H.S. 218 James P. Sinnott,Middle School,23%,60%,85%,6.6,6.8,7.2,7.8
19K224,P.S. 224 Hale A. Woodruff,Elementary School,75%,52%,100%,7.2,7,7.3,7.6
19K260,P.S. 260 Breuckelen,Elementary School,100%,60%,NA,7.7,7.4,6.9,7.2
19K273,P.S. 273 Wortman,Elementary School,54%,97%,NA,8.5,8,7.9,8.1
19K290,P.S. 290 Juan Morel Campos,Elementary School,30%,57%,NA,8.2,8,7.8,8.2
19K292,J.H.S. 292 Margaret S. Douglas,Middle School,43%,89%,85%,6.4,6.8,7,7.5
19K302,J.H.S. 302 Rafael Cordero,Middle School,49%,85%,92%,6.2,6.5,6.8,7.2
19K306,P.S. 306 Ethan Allen,Elementary/Middle School,45%,78%,94%,6.4,6.6,6.8,7.3
19K311,Essence School,Middle School,52%,92%,94%,7.1,6.6,7,7.3
19K325,The Fresh Creek School,Early Childhood School,75%,75%,NA,9.1,8.5,8.7,8.8
19K328,P.S. 328 Phyllis Wheatley,Elementary/Middle School,27%,48%,70%,6.6,6.3,6.7,7.1
19K345,P.S. 345 Patrolman Robert Bolden,Elementary School,39%,67%,NA,7.8,7.3,7.4,7.7
19K346,P.S. 346 Abe Stark,Elementary School,53%,86%,NA,8.6,8.2,8.3,8.5
19K364,I.S. 364 Gateway,Middle School,48%,100%,97%,7.5,7,7.2,7.6
19K409,East New York Family Academy,Middle/High School,41%,69%,76%,7.8,6.7,6.9,7.3
19K420,Franklin K. Lane High School,High School,54%,77%,76%,7.1,6.9,7.3,7.6
19K431,Thomas Jefferson Yabc,YABC,12%,92%,70%,8.9,8.8,9,8.9
19K452,Frederick Douglass Academy Viii Middle School,Middle School,90%,88%,92%,8.5,7.9,8.3,8.7
19K501,Franklin K. Lane Campus Yabc,YABC,82%,95%,88%,7.9,7.1,7.3,7.6
19K502,Fdny High School For Fire And Life Safety,High School,42%,90%,87%,7,7.2,7.3,7.7
19K504,High School For Civil Rights,High School,18%,96%,64%,7.3,7.2,7.6,7.9
19K507,Performing Arts And Technology High School,High School,18%,71%,68%,7,6.9,7.2,7.6
19K510,World Academy For Total Community Health High Scho,High School,29%,30%,60%,6,5.9,6.2,6.5
19K583,Multicultural High School,High School,12%,100%,87%,7.4,7.3,7.4,7.6
19K615,Transit Tech Career And Technical Education High S,High School,11%,83%,60%,6.3,6.1,6.5,6.9
19K618,Academy Of Innovative Technology,High School,28%,76%,60%,7.2,7,7.4,7.7
19K639,Brooklyn Lab School,High School,25%,94%,78%,6.4,6.6,6.6,7.1
19K659,Cypress Hills Collegiate Preparatory School,High School,42%,100%,73%,7.4,7,7.5,7.7
19K660,W. H. Maxwell Career And Technical Education High,High School,66%,78%,72%,7,7,7.2,7.5
19K677,East New York Elementary School Of Excellence,Elementary School,69%,90%,NA,7.7,7.7,7.8,8
19K678,East New York Middle School Of Excellence,Middle School,79%,100%,97%,7.2,6.9,7.2,7.5
19K683,"The School For Classics: An Academy Of Thinkers, W",High School,51%,96%,91%,7.9,7.5,7.7,8
20K030,I.S. 30 Mary White Ovington,Middle School,76%,100%,96%,7.5,6.7,7.2,7.5
20K048,P.S. 048 Mapleton,Elementary School,96%,88%,NA,8.3,7.4,7.5,7.6
20K062,J.H.S. 062 Ditmas,Middle School,100%,99%,100%,7.7,7,7.5,7.7
20K069,P.S. 69 Vincent D. Grippo School,Elementary School,94%,77%,NA,8.8,8,8.3,8.3
20K102,P.S. 102 The Bayview,Elementary School,82%,70%,NA,8.3,7.8,7.9,8
20K104,P.S./I.S. 104 The Fort Hamilton School,Elementary/Middle School,97%,86%,98%,7.9,7.5,7.6,8.2
20K105,P.S. 105 The Blythebourne,Elementary School,100%,89%,NA,8.3,7,7.4,7.5
20K112,P.S. 112 Lefferts Park,Elementary School,100%,100%,NA,8.4,7.7,8,8.1
20K127,P.S. 127 Mckinley Park,Elementary School,93%,100%,NA,8.4,7.8,8.2,8.2
20K160,P.S. 160 William T. Sampson,Elementary School,100%,79%,NA,8.3,7.4,7.8,7.9
20K163,P.S. 163 Bath Beach,Elementary/Middle School,34%,60%,94%,8.5,7.6,8.3,8.4
20K164,P.S. 164 Caesar Rodney,Elementary School,100%,100%,NA,9.2,8.5,8.7,8.8
20K170,Ralph A. Fabrizio School,Elementary School,76%,93%,NA,8.2,7.3,7.6,7.8
20K176,P.S. 176 Ovington,Elementary School,90%,79%,NA,8.6,7.7,7.9,8.1
20K179,P.S. 179 Kensington,Elementary School,74%,91%,NA,7.7,6.6,6.9,7.1
20K180,The Seeall Academy,Elementary/Middle School,51%,62%,99%,7.9,7.2,7.5,7.8
20K185,P.S. 185 Walter Kassenbrock,Elementary School,91%,100%,NA,9.1,8.4,8.7,8.8
20K186,P.S. 186 Dr. Irving A Gladstone,Elementary School,100%,97%,NA,8.2,7.7,7.8,8
20K187,The Christa Mcauliffe School\I.S. 187,Middle School,68%,74%,100%,8.6,7.2,7.8,8.2
20K192,P.S. 192 - The Magnet School For Math And Science,Elementary/Middle School,73%,79%,100%,8.2,7.4,7.9,8.2
20K200,P.S. 200 Benson School,Elementary School,77%,63%,NA,7.5,6.4,6.8,6.9
20K201,J.H.S. 201 The Dyker Heights,Middle School,47%,60%,98%,8,6.6,7.3,7.7
20K204,P.S. 204 Vince Lombardi,Elementary School,61%,96%,NA,8.8,7.8,8.2,8.4
20K205,P.S. 205 Clarion,Elementary School,43%,55%,NA,7.7,6.3,6.7,6.9
20K220,J.H.S. 220 John J. Pershing,Middle School,40%,100%,97%,7.1,6.7,7.1,7.4
20K223,J.H.S. 223 The Montauk,Middle School,50%,100%,94%,7.7,6.9,7.5,7.9
20K227,J.H.S. 227 Edward B. Shallow,Middle School,45%,98%,95%,7.1,6.1,6.6,6.9
20K229,P.S. 229 Dyker,Elementary/Middle School,82%,97%,88%,7.7,6.7,6.9,7.6
20K247,P.S. 247 Brooklyn,Elementary School,45%,71%,NA,8.4,7.5,7.9,8.3
20K259,J.H.S. 259 William Mckinley,Middle School,52%,92%,92%,8.3,7.6,8.2,8.5
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,Early Childhood School,95%,82%,NA,8.7,7.3,7.8,8.3
20K310,P.S. 310,Early Childhood School,95%,93%,NA,8.7,8.2,8.4,8.4
20K445,New Utrecht High School,High School,52%,73%,78%,7.3,6.5,7,7.4
20K485,High School Of Telecommunication Arts And Technolo,High School,16%,87%,81%,7.9,7.2,7.3,7.9
20K490,Fort Hamilton High School,High School,58%,72%,83%,7.5,6.9,7.3,7.7
20K503,Ps 503: The School Of Discovery,Elementary School,76%,98%,NA,8.4,7.7,8,8.1
20K505,Franklin Delano Roosevelt High School,High School,46%,98%,81%,7.6,7,7.3,7.6
20K506,P.S. 506: The School Of Journalism & Technology,Elementary School,64%,73%,NA,8.5,7.8,8,8.3
20K609,Urban Assembly School For Criminal Justice,Middle/High School,20%,97%,91%,7.9,7.5,7.6,8.1
20K658,Franklin Delano Roosevelt Yabc,YABC,13%,33%,39%,8.3,7.4,7.8,8.2
20K682,The Academy Of Talented Scholars,Early Childhood School,92%,100%,NA,8.5,7.5,8.1,8.1
20K686,Brooklyn School Of Inquiry,Early Childhood School,95%,100%,NA,9.4,8.8,9.1,9
20K748,P.S. 748 Brooklyn School For Global Scholars,Early Childhood School,93%,100%,NA,9.2,8.7,9,8.9
21K090,P.S. 90 Edna Cohen School,Elementary School,70%,79%,NA,7.3,6.6,7,7
21K095,P.S. 095 The Gravesend,Elementary/Middle School,74%,99%,98%,7.9,7.5,7.6,8
21K096,I.S. 096 Seth Low,Middle School,52%,77%,78%,7,6.6,6.9,7.2
21K097,P.S. 97 The Highlawn,Elementary School,94%,68%,NA,8.8,7.9,8.3,8.5
21K098,I.S. 98 Bay Academy,Middle School,96%,98%,99%,8.3,7.8,8.1,8.4
21K099,P.S. 099 Isaac Asimov,Elementary/Middle School,75%,100%,96%,8.7,8.2,8.6,9
21K100,P.S. 100 The Coney Island School,Elementary School,79%,96%,NA,8.3,7.4,7.7,7.9
21K101,P.S. 101 The Verrazano,Elementary School,94%,92%,NA,8.9,8.3,8.5,8.6
21K121,P.S. 121 Nelson A. Rockefeller,Elementary/Middle School,90%,100%,100%,8.3,7.6,8.2,8.3
21K128,P.S. 128 Bensonhurst,Elementary School,72%,86%,NA,8.9,8,8.4,8.3
21K153,P.S. 153 Homecrest,Elementary School,92%,97%,NA,8.2,6.7,7.2,7.4
21K177,P.S. 177 The Marlboro,Elementary School,94%,100%,NA,8.6,7.6,7.6,8
21K188,P.S. 188 Michael E. Berdy,Elementary School,77%,100%,NA,8.5,8.5,8.4,8.6
21K199,P.S. 199 Frederick Wachtel,Elementary School,87%,68%,NA,8.4,6.9,7.2,7.5
21K209,P.S. 209 Margaret Mead,Elementary/Middle School,78%,75%,100%,7.9,7.1,7.7,8.1
21K212,P.S. 212 Lady Deborah Moody,Elementary School,74%,100%,NA,9,8.3,8.5,8.6
21K215,P.S. 215 Morris H. Weiss,Elementary School,75%,90%,NA,8.9,8.1,8.4,8.4
21K216,P.S. 216 Arturo Toscanini,Elementary School,87%,100%,NA,8.7,7.3,7.7,8.1
21K225,P.S. K225 - The Eileen E. Zaglin,Elementary/Middle School,88%,96%,98%,8.2,7.7,8.1,8.3
21K226,P.S. 226 Alfred De B.Mason,Elementary/Middle School,69%,89%,100%,8.4,7.7,8,8.3
21K228,I.S. 228 David A. Boody,Middle School,70%,87%,96%,8.1,7.4,8,8.3
21K238,P.S. 238 Anne Sullivan,Elementary/Middle School,67%,84%,93%,8.3,7.8,8.2,8.4
21K239,Mark Twain I.S. 239 For The Gifted & Talented,Middle School,82%,100%,96%,8.3,7.4,7.9,8.4
21K253,P.S. 253,Elementary School,100%,96%,NA,9.3,8.8,8.9,9
21K281,I.S. 281 Joseph B Cavallaro,Middle School,54%,95%,93%,7.7,7.1,7.5,7.9
21K288,P.S. 288 The Shirley Tanyhill,Elementary/Middle School,57%,80%,98%,7,6.6,7,7.2
21K303,I.S. 303 Herbert S. Eisenberg,Middle School,95%,98%,95%,7.9,7.2,7.6,8.1
21K329,P.S. 329 Surfside,Elementary School,89%,83%,NA,7.9,7.4,7.6,7.8
21K337,International High School At Lafayette,High School,63%,91%,94%,8.4,7.3,7.7,8
21K344,Rachel Carson High School For Coastal Studies,High School,41%,84%,94%,7.3,6.8,7.1,7.3
21K348,High School Of Sports Management,High School,22%,86%,76%,6.5,6.6,6.9,7.4
21K410,Abraham Lincoln High School,High School,12%,91%,76%,7.6,7,7.5,7.8
21K411,Abraham Lincoln Yabc,YABC,17%,100%,28%,8.6,7.9,8.2,8.3
21K468,Kingsborough Early College School,Middle/High School,58%,84%,95%,7.2,7.1,7.3,7.7
21K525,Edward R. Murrow High School,High School,24%,94%,90%,7.5,7,7.3,7.6
21K540,John Dewey High School,High School,32%,97%,73%,7.3,6.6,7.1,7.4
21K559,Life Academy High School For Film And Music,High School,37%,100%,83%,7.4,7.5,7.6,8
21K572,Expeditionary Learning School For Community Leader,High School,33%,78%,86%,8.3,7.4,7.9,8.2
21K620,William E. Grady Career And Technical Education Hi,High School,53%,100%,68%,7.9,7.8,8.1,8.6
21K690,Brooklyn Studio Secondary School,Middle/High School,30%,75%,96%,7.3,6,6.7,6.9
21K728,Liberation Diploma Plus,Transfer High School,69%,91%,94%,7.7,7.1,7.5,7.5
22K014,J.H.S. 014 Shell Bank,Middle School,24%,87%,92%,7.3,7.1,7.5,7.9
22K052,P.S. 052 Sheepshead Bay,Elementary School,80%,100%,NA,8.2,7.8,7.8,7.9
22K078,J.H.S. 078 Roy H. Mann,Middle School,32%,73%,91%,5.7,5.9,6.3,6.7
22K109,P.S. 109,Elementary/Middle School,29%,80%,89%,6.8,7.1,7.3,7.7
22K119,P.S. 119 Amersfort,Elementary School,61%,100%,NA,9,8.4,8.5,8.8
22K134,P.S. K134,Elementary School,86%,79%,NA,9.1,8.2,8.4,8.7
22K139,P.S. 139 Alexine A. Fenty,Elementary School,64%,43%,NA,7.5,6,6.6,6.5
22K152,School Of Science & Technology,Elementary School,59%,87%,NA,8.4,8.1,8.1,8.4
22K193,P.S. 193 Gil Hodges,Elementary School,41%,97%,NA,8.2,7.7,7.8,8
22K194,P.S. 194 Raoul Wallenberg,Elementary School,68%,87%,NA,8.1,7.7,8,8.3
22K195,P.S. 195 Manhattan Beach,Elementary School,80%,86%,NA,8.8,8.1,8.2,8.5
22K197,P.S. 197 - The Kings Highway Academy,Elementary School,75%,89%,NA,8.9,8.2,8.5,8.6
22K198,P.S. 198 Brooklyn,Elementary School,33%,83%,NA,8.1,7.8,7.8,8
22K203,P.S. 203 Floyd Bennett,Elementary School,44%,60%,NA,7.6,7.6,7.6,8
22K206,P.S. 206 Joseph F Lamb,Elementary/Middle School,63%,91%,99%,7.2,6.5,7,7.4
22K207,P.S. 207 Elizabeth G. Leary,Elementary/Middle School,55%,97%,97%,7.9,7.4,7.6,8.1
22K217,P.S. 217 Colonel David Marcus School,Elementary School,45%,68%,NA,8.4,7.7,7.8,8
22K222,P.S. 222 Katherine R. Snyder,Elementary School,85%,84%,NA,9,8.3,8.3,8.7
22K234,J.H.S. 234 Arthur W. Cunningham,Middle School,69%,94%,98%,7.5,7.3,7.7,8
22K236,P.S. 236 Mill Basin,Elementary School,64%,95%,NA,7.6,6.5,6.8,7.2
22K240,Andries Hudde,Middle School,28%,88%,96%,6.5,6.6,6.8,7.3
22K245,P.S. 245,Elementary School,51%,67%,NA,9.2,8.5,8.8,8.9
22K251,P.S. 251 Paerdegat,Elementary School,84%,98%,NA,7.6,7.1,7.3,7.2
22K254,P.S. 254 Dag Hammarskjold,Elementary School,97%,93%,NA,8.8,7.9,8,8.4
22K255,P.S. 255 Barbara Reing School,Elementary School,58%,86%,NA,9,8,8.5,8.4
22K269,P.S. 269 Nostrand,Elementary School,61%,83%,NA,7.2,6.5,7.1,7.1
22K277,P.S. 277 Gerritsen Beach,Elementary School,93%,100%,NA,9,8.2,8.4,8.7
22K278,J.H.S. 278 Marine Park,Middle School,53%,93%,87%,7.8,7.5,7.8,8.3
22K312,P.S. 312 Bergen Beach,Elementary School,81%,97%,NA,9,8.5,8.6,8.8
22K315,P.S. K315,Elementary School,58%,96%,NA,8,7.9,7.9,8.1
22K326,P.S. 326,Early Childhood School,79%,100%,NA,9.3,8.9,9.1,9.3
22K361,P.S. 361 East Flatbush Early Childhood School,Early Childhood School,42%,81%,NA,8,7,7.5,7.7
22K381,I. S. 381,Middle School,31%,78%,96%,7.2,6.4,6.8,7.3
22K405,Midwood High School,High School,17%,89%,77%,7.7,7,7.4,7.8
22K425,James Madison High School,High School,26%,54%,84%,8,7.6,7.9,8.2
22K495,Sheepshead Bay High School,High School,11%,35%,71%,6.8,6.5,6.9,7.2
22K535,Leon M. Goldstein High School For The Sciences,High School,27%,94%,89%,8.3,7,7.6,7.9
22K555,Brooklyn College Academy,Middle/High School,72%,97%,96%,8.5,7.7,7.8,8.5
23K041,P.S. 041 Francis White,Elementary/Middle School,26%,70%,99%,6.5,6.6,7.2,7.5
23K137,P.S./I.S. 137 Rachel Jean Mitchell,Elementary/Middle School,81%,83%,98%,7.3,7.3,7.6,8
23K150,P.S. 150 Christopher,Elementary School,87%,85%,NA,7.6,7,7.5,7.3
23K155,P.S./ I.S. 155 Nicholas Herkimer,Elementary/Middle School,79%,93%,99%,7.4,7.5,7.9,8.2
23K156,P.S. 156 Waverly,Elementary School,62%,92%,NA,8,7.8,8,8.2
23K165,P.S. 165 Ida Posner,Elementary/Middle School,48%,74%,78%,6.8,7.1,7.3,7.7
23K178,P.S. 178 Saint Clair Mckelway,Elementary/Middle School,66%,88%,90%,6.9,7,7.3,7.6
23K184,P.S. 184 Newport,Elementary/Middle School,44%,93%,83%,6.2,6.1,6.3,6.6
23K284,P.S. 284 Lew Wallace,Elementary/Middle School,67%,100%,93%,6.9,6.9,7.1,7.4
23K298,P.S. 298 Dr. Betty Shabazz,Elementary/Middle School,51%,84%,92%,5.7,6.5,6.7,6.9
23K323,P.S./I.S. 323,Elementary/Middle School,64%,100%,97%,7.9,7.5,8,8.2
23K327,P.S. 327 Dr. Rose B. English,Elementary/Middle School,71%,94%,93%,7,6.9,7.2,7.6
23K332,P.S. 332 Charles H. Houston,Elementary/Middle School,75%,86%,96%,7.1,6.8,7.1,7.6
23K392,I.S. 392,Middle School,51%,100%,98%,7.8,7.1,7.5,8
23K401,Christopher Avenue Community School,Early Childhood School,61%,89%,NA,7.6,7.6,7.6,8.2
23K493,Brooklyn Collegiate: A College Board School,Middle/High School,19%,45%,57%,6.8,6.4,6.8,7.1
23K514,Frederick Douglass Academy Vii High School,High School,45%,100%,84%,6.9,6.8,7,7.4
23K518,Kappa V,Middle School,100%,57%,97%,7.1,7.2,7.2,7.8
23K522,Mott Hall Iv,Middle School,90%,100%,100%,8.3,7.9,8.1,8.5
23K631,General D. Chappie James Elementary School Of Scie,Elementary School,37%,85%,NA,7,6.7,6.8,6.8
23K634,General D. Chappie James Middle School Of Science,Middle School,41%,94%,94%,6.8,6.9,7.2,7.4
23K643,Brooklyn Democracy Academy,Transfer High School,2%,87%,26%,6.9,6.2,7.3,7.3
23K644,Eagle Academy For Young Men Ii,Middle/High School,51%,74%,67%,8.4,8.1,8.8,8.8
23K646,Aspirations Diploma Plus High School,Transfer High School,23%,94%,45%,7.8,7.1,7.6,8
23K647,Metropolitan Diploma Plus High School,Transfer High School,35%,100%,83%,8.5,7.7,8.4,8.6
23K671,Mott Hall Bridges Academy,Middle School,64%,80%,73%,8.2,7.8,8.4,8.5
23K697,Teachers Preparatory High School,Middle/High School,47%,89%,79%,6.9,6.6,6.9,7.4
24Q005,I.S. 5 - The Walter Crowley Intermediate School,Middle School,67%,86%,98%,7.6,7,7.4,7.9
24Q007,P.S. 007 Louis F. Simeone,Early Childhood School,55%,73%,NA,7.9,6.5,6.5,6.8
24Q012,P.S. 012 James B. Colgate,Elementary School,74%,78%,NA,8.7,7.8,7.9,8.2
24Q013,P.S. 013 Clement C. Moore,Elementary School,89%,98%,NA,8.4,7.3,7.5,7.7
24Q014,P.S. 014 Fairview,Elementary School,28%,55%,NA,8.8,8,8.2,8.5
24Q016,P.S. Q016,Elementary School,80%,100%,NA,8.9,8.5,8.8,8.8
24Q019,P.S. 019 Marino Jeantet,Elementary School,86%,92%,NA,8.6,7.8,7.9,8.1
25Q154,P.S. 154 Queens,Elementary School,87%,67%,NA,8.1,7.5,7.4,7.7
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,Early Childhood School,84%,100%,NA,9.2,8.2,8.4,8.6
24Q049,P.S. 049 Dorothy Bonawit Kole,Elementary/Middle School,86%,45%,97%,7.9,7.2,7.5,8.1
24Q058,P.S. 58 - School Of Heroes,Elementary School,80%,91%,91%,7.9,6.2,6.9,7.2
24Q061,I.S. 061 Leonardo Da Vinci,Middle School,52%,80%,97%,7.2,7.1,7.2,7.6
24Q068,P.S. 068 Cambridge,Elementary School,49%,79%,NA,8.4,7.4,7.6,7.9
24Q071,P.S. 071 Forest,Elementary School,65%,62%,NA,7.9,6.6,7.2,7.3
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Middle School,54%,60%,96%,7.2,6,6.4,6.8
24Q077,I.S. 077,Middle School,78%,96%,98%,7.1,6.8,7,7.6
24Q081,P.S. 81Q Jean Paul Richter,Elementary School,97%,99%,NA,8.5,8.3,8.3,8.5
24Q087,P.S. 087 Middle Village,Elementary/Middle School,55%,67%,88%,8.5,7.9,8.4,8.7
24Q088,P.S. 088 Seneca,Elementary School,41%,78%,NA,8.3,7,7.4,7.8
24Q089,P.S. 089 Elmhurst,Elementary School,100%,92%,NA,8.2,7.6,7.4,7.9
24Q091,P.S. 091 Richard Arkwright,Elementary School,44%,51%,NA,8,7,7.4,7.8
24Q093,I.S. 093 Ridgewood,Middle School,62%,95%,88%,6.6,6.4,6.7,7.2
24Q102,P.S. 102 Bayview,Elementary/Middle School,37%,88%,99%,8.4,7.5,7.9,8.3
24Q113,P.S. 113 Isaac Chauncey,Elementary/Middle School,96%,96%,98%,9.1,8.4,8.8,9.1
24Q119,I.S. 119 The Glendale,Elementary/Middle School,53%,98%,95%,7.6,7.1,7.5,8
24Q125,I.S. 125 Thom J. Mccann Woodside,Middle School,58%,94%,98%,7.8,7.2,7.6,8.1
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",Elementary/Middle School,69%,100%,97%,8.8,8.3,8.5,8.9
24Q143,P.S. 143 Louis Armstrong,Elementary School,33%,76%,NA,7.8,6.7,7.1,7.2
24Q153,P.S. 153 Maspeth Elem,Elementary School,88%,98%,99%,8.4,7.8,8.1,8.5
24Q199,P.S. 199 Maurice A. Fitzgerald,Elementary School,55%,56%,NA,8.4,7.5,7.3,7.7
24Q229,P.S. 229 Emanuel Kaplan,Elementary School,73%,96%,99%,8.4,7.6,8.3,8.6
24Q239,P.S. 239,Elementary School,80%,98%,NA,8.4,7.4,7.6,7.8
24Q264,Academy Of Finance And Enterprise,High School,76%,96%,92%,7.8,6.8,7,7.6
